id,overall_status,study_type,phase,sponsors,sponsors_class,start_date,completion_date,primary_completion_date,primary_purpose,enrollment,condition,location_countries,gender,age,intervention,primary_outcome,title
NCT04686409,Not yet recruiting,Observational,,University of Ulm,Other,11-Jan-21,31-Aug-22,31-Jan-22,CASE-ONLY,500,ADVERSE EVENTS IN COVID VACCINATION,GERMANY,ALL,"18 Years to 95 Years   (Adult, Older Adult)",COVID-19 VACCINES,NUMBER OF PARTICIPANTS WITH TREATMENT-RELATED SIDE EFFECTS,App-based Symptom Tracking After Corona Vaccination (CoCoV)
NCT04686539,Not yet recruiting,Interventional,Phase 1,Sheba Medical Center,Other,20-Dec-20,22-Jan-21,21-Nov-21,TREATMENT,50,COVID,,ALL,"18 Years and older   (Adult, Older Adult)",CBD,CLINICAL DETERIORATION,Synthetic CBD Oil Droplets as a Therapy for Mild to Moderate SARS-CoV-2 Infection. Assesment of Efficacy and Safety.
NCT04686565,Recruiting,Observational,,Diskapi Yildirim Beyazit Education and Research Hospital,Other,15-Feb-20,28-Feb-21,28-Feb-21,CASE-ONLY,100,CEREBRAL PALSY,TURKEY,ALL,"3 Years to 18 Years   (Child, Adult)",,THE STATUS OF THE CHILD TO BENEFIT FROM HEALTH-EDUCATION SERVICES,Evaluation The Effect of The Covid-19 Pandemic on Children With CerebralPalsy and The Caregivers' Quality of Life
NCT04686578,Recruiting,Observational,,Diskapi Yildirim Beyazit Education and Research Hospital,Other,1-Dec-20,28-Feb-21,15-Feb-21,CASE-CONTROL,100,FIBROMYALGIA,TURKEY,ALL,"18 Years to 65 Years   (Adult, Older Adult)",,LEVEL OF COVID-19 ANXIETY,"Investigation the Effect of Covid-19 Fear, Anxiety on Daily Life, Sleep Quality, and Anxiety-depression of the Patients With Fibromyalgia"
NCT04686708,Completed,Observational,,Gulhane Training and Research Hospital,Other,11-Mar-19,11-Sep-20,11-Sep-20,COHORT,750,EMERGENCIES,TURKEY,ALL,"18 Years and older   (Adult, Older Adult)",EMERGENCY GENERAL SURGICAL ADMISSIONS,INCIDENCE OF GENERAL SURGICAL EMERGENCIES,Impact of the COVID-19 Pandemic on Emergency General Surgery Outcomes: a Single-center Cohort Study
NCT04686721,Recruiting,Observational [Patient Registry],,Istituto Clinico Humanitas,Other,20-Dec-20,21-Oct-21,21-Sep-21,CASE-CONTROL,200,TRACHEAL STENOSIS,ITALY,ALL,"18 Years and older   (Adult, Older Adult)",CHEST CT SCAN + BASELINE SPIROMETRY,INCIDENCE OF TRACHEAL STENOSIS FOLLOWING EITHER PROLONGED INTUBATION OR TRACHEOSTOMY IN COVID-19 PATIENTS,"A Retrospective and Prospective Observational, Multicentric, Case-control Clinical Study for the Evaluation of Tracheal Stenosis Among Patients With COVID-19 and Prolonged Intubation or Tracheostomy."
NCT04686734,Not yet recruiting,Observational,,"University Hospital, Akershus",Other,6-Jan-21,21-Oct-21,21-Apr-21,COHORT,500,COVID,,ALL,"12 Years to 25 Years   (Child, Adult)",NO ACTIVE INTERVENTION (OBSERVATIONAL ONLY),FATIGUE,Long-term Effects of COVID-19 in Adolescents
NCT04686747,Enrolling by invitation,Observational,,S.M. Misericordia Hospital,Other,21-Jan-21,30-Jun-21,1-Mar-21,COHORT,2000,PANCREATIC CANCER,ITALY,ALL,"18 Years to 85 Years   (Adult, Older Adult)",,"RATE OF ADVANCED ESOPHAGEAL, GASTRIC, PANCREATIC AND COLORECTAL CANCER IN 2020 COMPARED TO 2019.",COVID - 19 and Advanced Gastro-intestinal Cancer Treatment
NCT04686760,Recruiting,Interventional,Not Applicable,University of Lahore,Other,15-Nov-20,15-Jan-21,15-Jan-21,TREATMENT,30,CORONAVIRUS INFECTION,PAKISTAN,ALL,"Child, Adult, Older Adult",NITROGLYCERIN,RATIO OF PARTIAL PRESSURE OF OXYGEN IN ARTERIAL BLOOD TO FRACTION OF INHALED OXYGEN,Efficacy of Inhaled Nitroglycerin in Moderate to Severe Cases of COVID-19 Patients
NCT04686773,Not yet recruiting,Interventional,Phase 2,R-Pharm,Industry,10-Feb-21,20-Sep-21,9-Apr-21,PREVENTION,100,COVID,AZERBAIJAN,ALL,"18 Years to 100 Years   (Adult, Older Adult)",AZD1222,INCIDENCE OF SERIOUS ADVERSE EVENTS (SAES) POST FIRST DOSE UNTIL THE STUDY END,"A Phase II Open-label Study in Adults to Determine the Safety and Immunogenicity of AZD1222, a Non-replicating ChAdOx1 Vector Vaccine, Given in Combination With rAd26-S, Recombinant Adenovirus Type 26 Component of Gam-COVID-Vac Vaccine, for the Prevention of COVID 19"
NCT04687488,Completed,Interventional,Not Applicable,Universitaire Ziekenhuizen Leuven,Other,23-Jul-20,9-Nov-20,9-Nov-20,OTHER,15,AEROSOL GENERATION AND DROPLET DISPERSION AND DEPOSITION DURING NASO-GASTRIC INTUBATION FOR GASTROINTESTINAL MOTILITY INVESTIGATIONS,BELGIUM,ALL,"18 Years and older   (Adult, Older Adult)",FLUORESCEIN,"NUMBER OF DROPLETS SPREAD ON THE INVESTIGATOR AND THEIR LOCATION ON GOWN OR GOGGLES, BY THE END OF THE PROCEDURE OF NASO-GASTRIC INTUBATION FOR GASTROINTESTINAL MOTILITY INVESTIGATIONS.",COVID-19: The Study of Aerosol Generation and Droplet Dispersion and Deposition During Naso-gastric Intubation for Gastrointestinal Motility Investigations
NCT04688372,"Active, not recruiting",Observational,,National Institutes of Health Clinical Center (CC),NIH,1-Oct-20,15-Feb-21,15-Feb-21,COHORT,100000,VOLUME OUTCOME RELATIONSHIP AMONG COVID INPATIENTS IN US HOSPITALS,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",SURGE INDEX,IN-HOSPITAL MORTALITY OR DISCHARGE TO HOSPICE,Association Between Hospital Case Burden and Mortality Risk Among Patients Hospitalized With COVID-19: A Retrospective Cohort Study of U.S. Hospitals
NCT04688502,Not yet recruiting,Interventional,Not Applicable,University of Saskatchewan,Other,11-Jan-21,15-Mar-21,28-Feb-21,PREVENTION,24,DYSPNEA,CANADA,ALL,"18 Years and older   (Adult, Older Adult)",HIGH INTENSITY INTERVAL TRAINING,CHANGE FROM BASELINE IN BOX JUMPS,The Effects of Wearing a Face Mask During COVID-19 on Performance and Intensity Markers During CrossFit Exercise
NCT04688840,Completed,Observational,,Tanta University,Other,1-Jan-20,1-Dec-20,1-Sep-20,OTHER,167,TELEMEDICINE,EGYPT,ALL,"Child, Adult, Older Adult",HIP ARTHROPALSTY,WESTERN ONTARIO MCMASTER UNIVERSITIES OSTEOARTHRITIS INDEX (WOMAC),Smartphone Application: A Possible Solution for Follow up of Patients With Hip Arthroplasty During COVID-19 Pandemic
NCT04689399,Completed,Interventional,Not Applicable,"Rigshospitalet, Denmark",Other,26-Dec-20,31-Dec-20,31-Dec-20,DIAGNOSTIC,4697,COVID,DENMARK,ALL,"18 Years and older   (Adult, Older Adult)","STANDARD Q COVID-19 AG - TEST, PRODUCED BY SD BIOSENSOR INC.",SENSITIVITY AND SPECIFICITY OF THE RAPID ANTIGEN TEST OF COVID-19,Sensitivity and Specificity of SARS-CoV-2 Rapid Antigen Test Compared to RT-PCR Test
NCT04689464,Recruiting,Observational,,Alhasan Mujtaba Al-Mudhaffer,Other,1-Dec-20,1-May-21,28-Feb-21,CASE-ONLY,500,COVID,IRAQ,ALL,"15 Years and older   (Child, Adult, Older Adult)",,DEPRESSION,COVID19 and Psychological Health: a Cross Sectional Evaluation of the Risks of Anxiety and Depression Among Patients Diagnosed With Covid 19
NCT04689477,Recruiting,Observational [Patient Registry],,Corporacion Parc Tauli,Other,25-May-20,21-Dec-21,21-Dec-21,COHORT,612,COVID,BRAZIL,ALL,"18 Years and older   (Adult, Older Adult)",VASCULAR OCCLUSION TEST,28-DAY MORTALITY,Non-invasive Characterization of Systemic Microvascular Reactivity by Near-infrared Diffuse Optical Spectroscopy in COVID-19 Patients
NCT04689490,Recruiting,Observational,,Hospital Clínico Universitario de Valladolid,Other,1-Aug-20,31-Dec-20,31-Dec-20,COHORT,50,COVID,SPAIN,ALL,"18 Years and older   (Adult, Older Adult)",CARDIOPULMONARY EXERCISE TEST,AEROBIC CAPACITY,Prospective Study of Persistent Dyspnea in Recovered COVID-19 Patients
NCT04689542,Recruiting,Interventional,Not Applicable,Cliniques universitaires Saint-Luc- Université Catholique de Louvain,Other,1-Jan-21,1-Aug-21,1-Aug-21,SUPPORTIVE CARE,30,COVID,BELGIUM,ALL,"18 Years to 65 Years   (Adult, Older Adult)",SIT-TO-STAND TEST,CHANGES IN DYSPNEA LEVEL,Effects of Surgical Face Mask on Submaximal Exercise Test in Patients With COVID-19
NCT04689672,Recruiting,Observational,,IRCCS San Raffaele,Other,16-Dec-20,10-May-21,10-May-21,COHORT,600,COVID,ITALY,ALL,"18 Years and older   (Adult, Older Adult)",LUNG ULTRASOUND,PATIENTS' SHORT-TERM OUTCOME,Predictivity of hEmoGasAnalysis Associated to Bedside Lung UltraSound in Determining COVID-19 Severity in the Emergency Departement
NCT04689711,Enrolling by invitation,Observational,,Tufts Medical Center,Other,7-Dec-20,31-Aug-21,31-Aug-21,COHORT,16,COVID,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",,CHANGES IN MODEL DISCRIMINATION (MODEL 1: NEED FOR MV IN PATIENTS HOSPITALIZED WITH COVID-19),Generalizable Prognostic Models for Patient-Centered Decisions in COVID-19
NCT04689724,Recruiting,Observational,,"University Health Network, Toronto",Other,10-Aug-20,22-May-21,21-Feb-21,COHORT,250,COVID_AIRWAYS MANAGEMENT,CANADA,ALL,"18 Years and older   (Adult, Older Adult)",,SERIOUS ADVERSE EVENTS AT INTUBATION,Determining Airway Management Related Outcomes in COVID19 Patients and in Health Care Providers
NCT04690114,Recruiting,Observational [Patient Registry],,Shaare Zedek Medical Center,Other,1-Oct-20,31-Jul-21,31-May-21,ECOLOGIC OR COMMUNITY,2000,SARS-COV2 INFECTION,ISRAEL,ALL,"up to 18 Years   (Child, Adult)",,SARS-COV-2 SEROPOSITIVITY,"Incidence, Prevalence. Risk Factors and Epidemiology of SARS-CoV-2 Seropositivity in the Pediatric Population"
NCT04690387,"Active, not recruiting",Interventional,Phase 1,"Aivita Biomedical, Inc.",Industry,7-Dec-20,22-Jan-21,13-Jan-21,PREVENTION,27,COVID,INDONESIA,ALL,"18 Years and older   (Adult, Older Adult)",AV-COVID-19,INCIDENCE AND SEVERITY OF ADVERSE EVENTS (SAFETY),"Adaptive Phase I Clinical Trial of Preventive Vaccine Consisting of Autologous Dendritic Cells Previously Incubated With S-protein From SARS-CoV-2, in Subjects Negative for COVID-19 Infection and Anti-SARS-CoV-2 Antibodies"
NCT04690400,Not yet recruiting,Interventional,Not Applicable,Federal University of Pelotas,Other,18-Jan-21,30-Apr-21,30-Apr-21,TREATMENT,28,FIBROMYALGIA,,FEMALE,30 Years to 60 Years   (Adult),EXPERIMENTAL: ACTIVE CARE GROUP,CHANGES IN THE WIDESPREAD PAIN INDEX,"Adaptations From a Telehealth Stretching Exercise Program on Painful Conditions, Depression, Sleep and Functionality of Women With Fibromyalgia During the Covid-19 Pandemic: a Randomized Clinical Trial"
NCT04690413,Enrolling by invitation,Interventional,Not Applicable,"NOWDiagnostics, Inc.",Industry,1-Sep-20,31-Dec-20,31-Dec-20,DIAGNOSTIC,60,COVID,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",NOWDX COVID-19 TEST,PERCENTAGE OF CLINICAL AGREEMENT BETWEEN NOWDX COVID-19 TEST AND EMERGENCY USE AUTHORIZED OR FDA CLEARED COMPARATOR.,NOWDx Test for the Detection of Antibodies to COVID-19
NCT04690816,Recruiting,Observational,,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),NIH,11-Feb-21,31-Dec-24,31-Dec-24,CASE-CONTROL,350,SYSTEMIC AUTOIMMUNE DISEASES,UNITED STATES,ALL,"15 Years and older   (Child, Adult, Older Adult)",,"PRIMARY OBJECTIVE: CHARACTERIZE HOW COVID-19 MODULATES SYSTEMIC INFLAMMATION, AUTOIMMUNITY FEATURES, ORGAN DAMAGE AND VASCULOPATHY IN ADULT AND PEDIATRIC PATIENTS WITH A PREVIOUS DIAGNOSIS OF SYSTEMIC AUTOIMMUNITY. ASSESS HOW SUBJECTS WITH SYSTE...",The Natural History of Coronavirus Disease (COVID-19) in Systemic Autoimmune Diseases; An Observational Prospective Study
NCT04690920,Completed,Interventional,Not Applicable,University of Lahore,Other,23-Jul-20,10-Dec-20,10-Dec-20,SUPPORTIVE CARE,200,CORONA VIRUS DISEASE 2019 (COVID),PAKISTAN,ALL,"Child, Adult, Older Adult",TOCILIZUMAB,RATIO OF PARTIAL PRESSURE OF OXYGEN IN ARTERIAL BLOOD TO FRACTION OF INHALED OXYGEN,Theranostic Implication of Complimentary Medicines Against IL-6/Gp-130 in COVID-19.: An in Vitro and in Silco Approach
NCT04691180,Recruiting,Interventional,Phase 1,Brii Biosciences Limited,Industry,5-Jan-21,21-Aug-21,21-Aug-21,TREATMENT,24,COVID,CHINA,ALL,18 Years to 49 Years   (Adult),BRII-196 AND BRII-198,INCIDENCE OF ADVERSE EVENTS (AES) BY CTCAE V5.0,"A Phase 1 Randomized, Single-blind, Placebo-controlled, Single Ascending Dose Escalation Study of the Safety, Tolerability, and Pharmacokinetics of Human Monoclonal Antibodies, Brii-196 and BRII-198, Administered Intravenously to Healthy Adult Volunteers"
NCT04691609,Recruiting,Observational,,Assiut University,Other,1-Mar-20,23-Sep-21,23-Mar-21,COHORT,2500,ACS-COVID-ASSIUT,EGYPT,ALL,"Child, Adult, Older Adult",,"MAIN NUMBER, DISTRIBUTION AND OUCOME OF ALL ACS PATIENTS COMING TO ASSIUT HEART HOSPITAL",Assiut University Registry for ACS Patients During COVID-19 Pandemic
NCT04691895,"Active, not recruiting",Observational [Patient Registry],,University of Bologna,Other,1-May-20,31-Dec-21,30-Sep-20,CASE-CONTROL,2000,COVID DISEASE,ITALY,ALL,"18 Years to 85 Years   (Adult, Older Adult)",SARS-COV2 INFECTION,PREVALENCE OF GASTROINTESTINAL SYMPTOMS IN PATIENTS ADMITTED TO HOSPITAL FOR COVID19 DISEASE AS ASSESSED BY GSRS QUESTIONNAIRE,Gastrointestinal Symptoms of SARS-CoV-2 Infection: a Prospective Multicentre Study
NCT04691908,"Active, not recruiting",Interventional,Phase 3,Research Institute for Biological Safety Problems,Other,25-Dec-20,30-Jul-21,31-Mar-21,PREVENTION,3000,COVID,KAZAKHSTAN,ALL,"18 Years and older   (Adult, Older Adult)",QAZCOVID-IN®-VACCINE AGAINST COVID-19,TERMS OF SEROCONVERSION (THE PROPORTION OF PERSONS WITH A FOURFOLD OR HIGHER CHANGE IN ANTIBODY TITERS TO SARS-COV-2),"Multicenter, Randomized, Blind, Placebo-controlled Clinical Study of III Phase on Assessment of Preventive Efficiency, Safety and Immunogenicity QazCovid-in®-Vaccine Against COVID-19 in Healthy Adult Volunteers"
NCT04691921,Completed,Observational,,NMC Specialty Hospital,Other,4-Jan-21,31-Jan-21,18-Jan-21,COHORT,1055,COVID,INDIA,ALL,"20 Years to 70 Years   (Adult, Older Adult)",CURRENT CLINICAL PRACTICES OF PARTICIPATING PHYSICIANS,CHOICE AND INDICATION OF PHARMACOLOGICAL AGENTS FOR MANAGEMENT OF SEVERE COVID-19,Nation-wide Cross-sectional Survey on Current Pharmacological Practices in Severe COVID-19
NCT04691934,Completed,Observational,,Turkiye Yuksek Ihtisas Education and Research Hospital,Other,11-Mar-20,25-Dec-20,25-Dec-20,COHORT,61,COVID,TURKEY,FEMALE,"18 Years and older   (Adult, Older Adult)",ANESTHESIA MANAGEMENT,OBSTETRIC ANESTHESIA PRACTICES,Our Anesthesia Experiences in COVID-19 Positive Patients Undergoing Cesarean Section: A Retrospective Single-center Cohort Study
NCT04691947,Recruiting,Interventional,Phase 1,Health Institutes of Turkey,Other,5-Nov-20,15-Mar-22,1-Mar-21,PREVENTION,44,COVID VACCINE,TURKEY,ALL,18 Years to 55 Years   (Adult),ERUCOV-VAC,TO ASSESS THE SAFETY AND TOLERABILITY OF THE COVID-19 VACCINE,"Phase 1 Study for the Determination of Safety and Immunogenicity of Two Different Strengths of the Inactivated COVID-19 Vaccine ERUCOV-VAC, Given Twice Intramuscularly to Healthy Volunteers, in a Placebo Controlled Study Design."
NCT04692129,Recruiting,Observational,,Corporacion Parc Tauli,Other,29-May-20,31-Dec-21,31-Dec-21,COHORT,100,COVID,BRAZIL,ALL,"18 Years and older   (Adult, Older Adult)",,CHANGE IN TISSUE OXYGENATION (STO2),"Short-term Effects of Prone Positioning on Tissue Oxygen Saturation, Measured by Near-infrared Spectroscopy, in COVID-19 Patients With Acute Respiratory Distress Syndrome"
NCT04692779,Recruiting,Observational,,Rush University Medical Center,Other,31-Jan-21,30-Oct-21,30-Oct-21,COHORT,60,COVID,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",LUNG ULTRASOUND (LUS),OXYGENATION AND LUNG ULTRASOUND SCORE (LUS),"A Prospective Clinical Study to Explore the Mechanism of Patients' Response to Prone Positioning in ARDS Patients, Including COVID-19"
NCT04693026,Recruiting,Interventional,Phase 3,M Abdur Rahim Medical College and Hospital,Other,10-Sep-20,5-Mar-21,15-Feb-21,TREATMENT,150,COVID,BANGLADESH,ALL,"Child, Adult, Older Adult",REMDESIVIR,TIME TO CLINICAL IMPROVEMENT (TTCI),Efficacy of Ramdicivir and Baricitinib Combination Therapy for the Treatment of COVID 19 ARDS
NCT04693052,Enrolling by invitation,Observational,,Northwestern University,Other,10-Dec-20,30-Jun-21,1-Feb-21,OTHER,600,PSYCHIATRIC DISORDER,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",NO INTERVENTIONS,PATIENT CHOOSING TELEHEALTH AS AN OPTION FOR FUTURE CARE,Attitudes Towards Receiving Mental Health Care Using Telehealth During the COVID-19 Pandemic
NCT04693689,Not yet recruiting,Interventional,Not Applicable,"National University, Singapore",Other,15-Jan-21,30-Jan-21,30-Jan-21,HEALTH SERVICES RESEARCH,32400,TRUST,,ALL,"18 Years and older   (Adult, Older Adult)",RNA VACCINE,WILLINGNESS TO RECEIVE COVID-19 VACCINE,"Novelty, Conformity and Trust in Vaccines"
NCT04693975,Recruiting,Observational [Patient Registry],,Universidade Estadual de Londrina,Other,16-Oct-20,22-Oct-21,22-Oct-21,OTHER,94,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,BRAZIL,ALL,"Child, Adult, Older Adult",,PHYSICAL ACTIVITY IN DAILY LIFE,Impact of Social Distancing During the COVID-19 Pandemic on Non-infected People With Chronic Respiratory Diseases
NCT04694014,Enrolling by invitation,Observational,,African Wood Inc,Other,15-Oct-20,30-Jun-21,30-May-21,COHORT,20,EMOTIONAL INTELLIGENCE,KENYA,ALL,"25 Years to 67 Years   (Adult, Older Adult)",EI OPEN ENDED PRE-SURVEY AND SEMI STRUCTURED INTERVIEW,EMOTIONAL INTELLIGENCE COMPETENCES FRONTLINE HEALTHCARE PROFESSIONAL NEED IN THEIR LEADERS,Emotional Intelligence Skills Leaders and Managers Need to Engage Frontline Healthcare Professionals During Covid-19 Pandemic
NCT04694482,Recruiting,Observational,,University of Milano Bicocca,Other,12-Nov-20,31-Jan-21,31-Jan-21,CASE-CONTROL,200,PSYCHOSIS;SCHIZOPHRENIC,ITALY,ALL,"18 Years to 65 Years   (Adult, Older Adult)",PSYCHOMETRIC SCALE ADMINISTRATION,BRIEF PSYCHIATRIC RATING SCALE (BPRS),The Psychopathological Impact of the SARS-CoV-2 Epidemic on Subjects Suffering From Mental Disorders: Data From ASST Monza
NCT04694573,Recruiting,Observational [Patient Registry],,Heidelberg University,Other,28-Dec-20,28-Dec-22,28-Dec-21,CASE-CONTROL,600,COVID,GERMANY,ALL,"18 Years to 75 Years   (Adult, Older Adult)",,CHANGE IN DNDSA DEVELOPMENT (PRE-TX COVID-19 SERUM STUDY),Collaborative Transplant Study (CTS) Pre- and Post-Transplantation Covid-19 Serum Studies: Antibody Development Following a SARS-CoV-2 Infection
NCT04694612,Recruiting,Interventional,Phase 3,Nepal Health Research Council,Other,1-Jan-21,31-May-21,31-Mar-21,TREATMENT,676,COVID,NEPAL,ALL,"18 Years to 80 Years   (Adult, Older Adult)",FAVIPIRAVIR,CLINICAL IMPROVEMENTS IN MILD CASES,"Efficacy of Favipiravir in Treatment of Mild & Moderate COVID-19 Infection in Nepal: a Multi-center, Randomized, Open-labelled, Phase III Clinical Trial"
NCT04694638,Recruiting,Interventional,Not Applicable,Mayo Clinic,Other,21-May-20,21-May-21,21-May-21,SUPPORTIVE CARE,24,PRONE POSITIONING,UNITED STATES,ALL,"18 Years to 110 Years   (Adult, Older Adult)",BODY POSITION CHANGE,RATE OF INTUBATION,"The Use of Combined Prone Positioning and High-Flow Nasal Cannula, and Non-invasive Positive Pressure Ventilation to Prevent Intubation in Acute Hypoxemic and/or Hypercapnic Respiratory Failure Secondary to COVID-19 Infection: A Feasibility, Safety Phase One, Open Label Study"
NCT04694651,Recruiting,Observational [Patient Registry],,Assiut University,Other,15-Dec-20,15-Feb-21,30-Jan-21,COHORT,400,COVID,EGYPT,ALL,"18 Years to 80 Years   (Adult, Older Adult)",,MEASURE FREQUENCY OF ACCEPTANCE OF VACCINATION,A National Survey of Potential Acceptance of COVID-19 Vaccines in Healthcare Workers in Egypt
NCT04694664,Completed,Observational,,Pregistry,Industry,1-Oct-20,1-Dec-20,1-Dec-20,COHORT,18000,PREGNANCY RELATED,UNITED STATES,FEMALE,"18 Years to 65 Years   (Adult, Older Adult)",THIS IS AN ONLINE SURVEY WITH NO INTERVENTION.,PERCENTAGE OF ACCEPTANCE OF A COVID-19 VACCINE,Vaccine Confidence Among Pregnant Women and Mothers During the COVID-19 Pandemic
NCT04694703,Recruiting,Observational,,Izmir Bakircay University,Other,6-Jan-21,21-Mar-21,21-Feb-21,COHORT,20,COVID,TURKEY,ALL,"35 Years to 65 Years   (Adult, Older Adult)",COVID-19 GROUP,CHANGE OF THE LEVELS OF TRACE ELEMENT AT BASELINE AND DISCHARGE,"Changing of Trace Element, Homocysteine, Oxidative Stress Parameters and Physical Activity Levels in Patients Diagnosed With COVID-19 Before and After COVID-19 Treatment"
NCT04694716,Recruiting,Observational,,Izmir Bakircay University,Other,6-Jan-21,21-Mar-21,21-Feb-21,COHORT,40,COVID,TURKEY,ALL,"35 Years to 65 Years   (Adult, Older Adult)",NO INTERVENTION,LEVELS OF SERUM TRACE ELEMENTS PARAMETERS,Determination of Serum Trace Element and Physical Activity Levels in COVID-19 Patients
NCT04694742,Recruiting,Observational,,ASST Fatebenefratelli Sacco,Other,1-Sep-20,15-Apr-21,31-Mar-21,COHORT,100,ARDS,ITALY,ALL,"18 Years to 90 Years   (Adult, Older Adult)",DATA COLLECTING,VENTILATORY RATIO CORRELATION,Ventilatory Efficiency in Critically Ill COVID-19 Patients
